time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-3.58492681354e-07,-9.21692350066e-08,10.0047022515,6.28302273293,0.000306714881248,0.0,-3.06241881941e-05,-1.1339833906e-05,0.156732380576,-0.00877005565084,0.0137587124478,0.0,454.8985926840212,455.9987411680822,453.989703252641,453.2856573389522
0.12000000000000001,-1.20052291528e-05,-6.30944911247e-06,10.0174337248,6.28235526507,0.00130196373394,0.0,-0.000452477542688,-0.00025725452503,0.267629791916,-0.0163065606574,0.0217169483802,0.0,440.2145139199223,440.87235314802905,440.5319729183516,439.9085792218697
0.18,-6.79607462466e-05,-4.06053319407e-05,10.0344205945,6.28125478272,0.00275076972503,0.0,-0.0015393469308,-0.000981020553801,0.298590982753,-0.0227574495876,0.0286098841803,0.0,414.0305367799704,414.6365592920856,414.9531103737128,414.3865530325151
0.23999999999999996,-0.000225538455162,-0.000145858695334,10.0558829122,6.27967671553,0.00461972205912,0.0,-0.00390129442207,-0.00268023044312,0.416782248885,-0.0345452476765,0.035796561973,0.0,442.6473384429548,443.23859655671697,443.03824150339165,442.06797048349034
0.3,-0.000581339027448,-0.000401281187512,10.0875129136,6.27744853868,0.00652976248528,0.0,-0.00820324902445,-0.00609055899833,0.637451400082,-0.0428985086577,0.0224192616589,0.0,473.08974274421786,472.0590568451657,475.46759313918915,474.8267358691092
0.36000000000000004,-0.00122227796586,-0.000903228626097,10.1300577243,6.27462336065,0.00768537134622,0.0,-0.0132973099211,-0.0109312605186,0.780618723036,-0.0571516722078,0.012045685397,0.0,451.13986868981607,450.3015623635255,451.5325852361375,450.38007070214394
0.4200000000000001,-0.00220007382984,-0.00177018360605,10.1821971516,6.2712848812,0.0087445808986,0.0,-0.0193979705635,-0.0183493779673,0.95722606185,-0.0527809901785,0.027003957363,0.0,461.40548055586703,462.5846566847728,460.2829265838725,460.62666378002615
0.48000000000000015,-0.00355116470852,-0.0031293798249,10.2426672006,6.26831085791,0.0099696974555,0.0,-0.0257882691793,-0.0272690661537,1.05834806803,-0.0438116959338,0.00206710741942,0.0,440.0395290080357,437.9706309058487,437.0653679302461,437.8105721167139
0.5400000000000001,-0.005301335742,-0.00507485604884,10.308727582,6.26657215123,0.0107239867037,0.0,-0.0325994034768,-0.0377869499581,1.14357891523,-0.00926316183272,0.0279831529204,0.0,432.0908401047394,434.2698426692612,432.09802994955646,434.9999456512875
0.6000000000000002,-0.00758168012745,-0.00783111013243,10.3889340601,6.26565458593,0.0131851480538,0.0,-0.0437176695396,-0.0541813223694,1.52953097971,-0.03145541794,0.0590460030143,0.0,520.5544793982427,522.7239305021811,521.3754490024828,519.8229144767865
0.6600000000000003,-0.0105093189246,-0.0114756199492,10.4850533495,6.26353529255,0.0165773540533,0.0,-0.0542447728449,-0.0675147626286,1.67423445334,-0.0444615394762,0.0509780624252,0.0,453.4591316964741,452.8127238068604,453.798688578342,452.7530093132643
0.7200000000000003,-0.0141812133837,-0.0160167837337,10.5921773704,6.26067726506,0.0196249198025,0.0,-0.0685124483041,-0.0841809805249,1.8962105932,-0.0548806534411,0.0504196972895,0.0,476.4966699741685,476.45543722265336,477.4735808257015,476.6768660374116
0.7800000000000004,-0.0187301152566,-0.0215694864127,10.70999029,6.25707678754,0.0225953788763,0.0,-0.0834342038099,-0.101269876032,2.03064066073,-0.0729900659212,0.0476188353118,0.0,450.69679918500583,450.4718740050949,452.68711446151,451.22502015557325
0.8400000000000004,-0.0241860189038,-0.0281678137459,10.8335618387,6.25279929219,0.0263026143612,0.0,-0.0987500464475,-0.119085592173,2.08828600845,-0.0680960162071,0.0808898294452,0.0,426.2186026795559,429.05518917772304,427.10791826675865,427.5209560954315
0.9000000000000005,-0.0306686164469,-0.0359512168724,10.961685055,6.24870197121,0.0310089788231,0.0,-0.117815804928,-0.140769076965,2.18228322097,-0.0686766254518,0.0730264720308,0.0,439.75092818831104,439.1040853720566,439.4824901979169,439.43079176036673
0.9600000000000005,-0.0383911926314,-0.0451210893514,11.0954814526,6.24432540664,0.0349852095228,0.0,-0.140026641719,-0.165314909866,2.27737848829,-0.0832359585277,0.0472149290428,0.0,441.04444252669725,438.91067607716474,441.09891793599326,439.89070321263887
1.0200000000000005,-0.0475358067863,-0.0558711399653,11.2353505961,6.23968825124,0.0381432183968,0.0,-0.165097026656,-0.193505344873,2.3846719034,-0.0674649082949,0.0617149151589,0.0,444.1033232199476,445.2927934628776,443.76671747066126,445.0545056687592
1.0800000000000005,-0.0584109831185,-0.0685807362644,11.3855943353,6.23567304987,0.0436657448584,0.0,-0.197991324854,-0.230617693522,2.62288299079,-0.0658524545078,0.122192018928,0.0,481.65497531626886,486.21215450731904,484.83718385383236,484.9553750320606
1.1400000000000006,-0.0714038790788,-0.083609972177,11.549989835,6.23153939402,0.0508936839384,0.0,-0.2359672564,-0.270819287279,2.85633715125,-0.0757988779101,0.116771599375,0.0,483.69151445700277,483.2949360135585,485.3157991584529,484.56548597302685
1.2000000000000006,-0.086541855576,-0.100842316411,11.7224384354,6.22793905723,0.0579279943526,0.0,-0.269276929297,-0.303952467976,2.89179438945,-0.0394444002964,0.118155480824,0.0,424.31481075840543,424.4466336819227,423.36518948630527,426.47846604174794
